,place,review,date
31,Пятёрочка,"Хороший современный магазин в шаговой доступности, все что нужно можно купить, все есть. Обслуживание нормальное, в основном работают постоянные продавцы. Без вопросов обмен промтоваров и возврат. Особенная благодарность продавцу-кассиру Гале ! Всегда доброжелательная, отзывчивая терпимая к покупателям, особенно пенсионерам. Умница и красавица! Побольше бы таких в сфере обслуживания! 👍🧡👌",15 февраля
32,Пятёрочка,Вкусная выпечка!!!,3 февраля
33,Пятёрочка,Вкусный кофе! Вкусная свежая выпечка!,2 февраля
34,Пятёрочка,"Работал через через этот магазин в доставке,все уверенно и быстро,10/10",30 января
35,Пятёрочка,"Вежливый персонал,чистый магазин,большой выбор товаров, удобная парковка",28 января
36,Пятёрочка,Пять звёзд. Хороший ассортимент. Быстрая сборка для доставки. Удобное имхо местоположение.,19 января
37,Пятёрочка,"Персонал очень отзывчивый, чисто, в торговом зале нет специфических запахов, очень большой ассортимент.товары без просрочки",9 января
38,Пятёрочка,"Большой красивый магазин , широкий ассортимент , хорошие акции, есть детский уголок, своя вкусная выпечка и можно посидеть попить кофе , покушать. Профессиональные , отзывчивые продавцы.",26 ноября 2022
39,Пятёрочка,Очень выручает с кормом для питомцев,15 декабря
40,Пятёрочка,"Стандартная пятёрочка. Я бы не оставил отзыв если бы не увидел сегодня как сотрудник голыми руками выбирал себе готовую выпечку,что не понравилось -клал обратно. Я сам не брезгливый купил и съел-выпечка вкусная.",12 декабря
41,Пятёрочка,"Очень вежливый персонал, в магазине чистота и порядок!",8 декабря
42,Пятёрочка,Не впечатлил. Грубые сотрудники. Нет ценников на часть товара...,25 ноября
43,Пятёрочка,Отличный чистый и хороший магазин,17 ноября
44,Пятёрочка,Персонал супер отзывчивые.Товара море все свежее все на своих местах.Чистота ценики все всегда есть.Молодцы!!!!,2 ноября
45,Пятёрочка,Очень хороший персонал помогут в любом вопросе касающийся выбора продукта,5 октября
46,Пятёрочка,"Очень рекомендую!
Нравится все. Всегда чисто, наполненность товаром на ""5"",цены можно всегда уточнить на терминале!
Горячая выпечка, кофемашина.
Большой ассортимент,много разных товаров по акциям,со скидкой.
Чисто, посторонних запахов нет.Просрочки нет.
Все отлично!
Есть кассы самообслуживания.",8 сентября
47,Пятёрочка,"Довольно приятный магазин,особенно после ремонта,про цены не говорю,сами щнаете за пятерочки",27 августа
48,Пятёрочка,Большой выбор продуктов,10 августа
49,Пятёрочка,Нормальный маркет.,31 июля
50,Пятёрочка,Руководитель и работники магазина - добросовестные и ответственные люди. Молодцы!,26 июля
51,Пятёрочка,"Магазин очень чистый. Всегда прохладно и комфортно. Товары разложены привлекательно, и самое важное - очень близко к дому.",25 июля
52,Пятёрочка,Самый лучший магазин и работники все молодцы,22 июля
53,Пятёрочка,"Все уже привыкли ,что пятёрочка , это магазин рядом с домом, ассортимент соответствует запросам среднего человека. Это очень хорошо. Но есть два момента за которые поставил троечку. В некоторых магазинах , опять же, ценник не соответствует цене на кассе, реже такое стало , но присутствует. Второе : кассиры, если человек не рассчитал баланс карты, смотрят на него как на врага человечества и личного врага , конкретно его , кассира. Старшие смены (в основном женщины) идут делать отказ так , что думаешь сейчас достанет револьвер и пристрелит как собаку, человека у которого баланс на карте не сошёлся... Учите кассиров справляться со своими эмоциями и не стоит демонстрировать перекошенное , кислотой и пренебрежением ,,лицо,, пятерочки .",12 июля
54,Пятёрочка,"Хороший, чистый, уютный и просторный магазин",4 июля
55,Пятёрочка,"Всё в магазине нравилось, но последние пару месяцев появился грузчик, от которого неимоверно разит по́том на весь торговый зал, если он там находится,и запах такой резкий, что перехватывает дыхание и искры из глаз. Теперь захожу в эту Пятёрочку через раз, и не дай Бог попадаю в смену это грузчика, - тут же сломя голову бегу из магазина, не купив необходимые продукты.... Администрация магазина, сделайте что-нибудь со своим сотрудником!!!! Ну это же невыносимо!!!",14 июня
56,Пятёрочка,"Пару раз покупала там водичку. В целом как везде, чисто, аккуратно, персонал вежливый.",7 июня
57,Пятёрочка,Нравиться потому что булки по 6 рублей есть,15 мая
58,Пятёрочка,не всегда соответствуют цены на ценника и на кассе.,1 мая
59,Пятёрочка,Хороший магазин хорошо все разложено 👍,25 апреля
60,Пятёрочка,"Ассортимент, цены, чистота на 5 с +, но парковка маленькая, а особенно вечером.",22 апреля
61,Пятёрочка,"Магазин очень нравится! Удобно расположен, много товаров, никогда нет пустых полок. Отдельный + за выпечку, всегда все свежее и вкусное!",17 апреля
62,Пятёрочка,"Магазин чистенький, полки всегда полные. просрочки не встречала. Кассы самообслуживания- очень удобно, когда у тебя 2, 3 покупки.
По началу ,,тупила,, на этих кассах- тут же работники подсказывают.
Еще получаю там посылки с алиэкспресс. Все нравится, все устраивает",15 апреля
63,Пятёрочка,"Магазин хороший, своя парковка, пятую звезду не ставлю, так как интересующий меня товар(кошачий наполнитель Китти комкующийся) то есть, то нет его. Это значит, что такое может случиться и с любым другим товаром.",6 апреля
64,Пятёрочка,"Отличный магазин. Добродушный персонал, исправные терминалы, свежие продукты, и удобное расположение. Из минусов неудобная парковка.",28 марта
65,Пятёрочка,Нормальный магазин но каких-то продуктов бывает нет но в серовно более нормальный магазин чем другие,11 марта
66,Пятёрочка,"Хороший, чистый магазин.",11 марта
67,Пятёрочка,Самая любимая и удобная пятерочка в этом городе! Ещё там восхитительная их выпечка! Рекомендую на все 100%!!!,8 марта
68,Пятёрочка,Хорошая большая пятерка.Всегда когда приезжаю снимаю квартиру рядом с ней.всегда можно все купить.и акций много,1 марта
69,Пятёрочка,Отличный магазин,26 февраля
70,Пятёрочка,"Хороший современный магазин в шаговой доступности, все что нужно можно купить, все есть. Обслуживание нормальное, в основном работают постоянные продавцы. Без вопросов обмен промтоваров и возврат. Особенная благодарность продавцу-кассиру Гале ! Всегда доброжелательная, отзывчивая терпимая к покупателям, особенно пенсионерам. Умница и красавица! Побольше бы таких в сфере обслуживания! 👍🧡👌",15 февраля
71,Пятёрочка,Вкусная выпечка!!!,3 февраля
72,Пятёрочка,Вкусный кофе! Вкусная свежая выпечка!,2 февраля
73,Пятёрочка,"Работал через через этот магазин в доставке,все уверенно и быстро,10/10",30 января
74,Пятёрочка,"Вежливый персонал,чистый магазин,большой выбор товаров, удобная парковка",28 января
75,Пятёрочка,Пять звёзд. Хороший ассортимент. Быстрая сборка для доставки. Удобное имхо местоположение.,19 января
76,Пятёрочка,"Персонал очень отзывчивый, чисто, в торговом зале нет специфических запахов, очень большой ассортимент.товары без просрочки",9 января
77,Пятёрочка,"Большой красивый магазин , широкий ассортимент , хорошие акции, есть детский уголок, своя вкусная выпечка и можно посидеть попить кофе , покушать. Профессиональные , отзывчивые продавцы.",26 ноября 2022
