,group_name,post,date
10,blacklist_nsk_official,"Добрый день, ищу людей, которые пострадали от услуг этого мастера 8 (967) 920-41-94 Алексей. Занимается ремонтами компьютеров на дому. Папа пенсионер вызвал его к себе, он забрал компьютер сославшись на недостаток деталей и пропал. Кормил завтраками, теперь вообще не выходит на связь. Может есть у кого информация о том где он обитает?",1709101886
11,blacklist_nsk_official,"По решению Дмитрия Азарова учителя нашей области получат по 10 тысяч рублей. Средства выделят из регионального бюджета 
 
Об этом стало известно на областном родительском собрании. Единовременная выплата предусмотрена педагогам и административным работникам, также все остальные сотрудники получат по 5 тысяч рублей. Губернатор поблагодарил педагогов за воспитание подрастающего поколения и вклад в развитие системы образования области, которая уже не первый год является одной из лучших в стране! «Лидирующие позиции региона – это, прежде всего, успех наших педагогов, результат их труда, самоотверженности, любви и преданности детям, высокому служению своему делу», – отметил Дмитрий Азаров. 
 
За последние пять лет в регионе построили 13 новых школ. К примеру, открыли учебное заведение в Автозаводском районе Тольятти – одно из крупнейших в ПФО. Также первых учеников приняла школа в селе Тимофеевка Ставропольского района. Сейчас строят два учреждения в Тольятти, три в Самаре, а также в Сызрани на 1500 мест. Помимо этого, капитально ремонтируют существующие здания.",1709040771
12,blacklist_nsk_official,"Всем доброго времени суток! Сегодня 24.02.24г зашла в магазин  на Миронова 37в, купила колбаски, сырочек, хлеба. Мне показалось подозрительным то, что весы спрятаны за прилавок. Чек не дали.Дома всё перевесила-обсчитали на 60 рублей!Это с маленького кусочка! Обращаюсь к продавцам данного магазина почему я мать троих малолетних детей, муж на СВО, должна отдать свои деньги чужой незнакомой тёте!Колбаса кислая оказалась-выкинула в мусорку! Спасибо за урок! Больше туда ни ногой!Хочу всех предостеречь от данного магазина!Всем удачи и будьте бдительны!",1708792205
13,blacklist_nsk_official,"Волжский мост соединил два берега реки. Движение здесь запустят уже в этом году!👍🏼 
 
Объект возводят рядом с Тольятти и в районе села Климовка. Здесь завершили надвижку последнего пролётного строения! Помимо моста уже сделали 100 км прилегающей трассы. Изначально объект хотели построить в другом регионе, но Дмитрий Азаров на встрече в 2018 году заручился поддержкой Владимира Путина в строительстве моста именно в Самарской области. Президент поддержал это предложение и поручил внести изменения в транспортную стратегию страны. Мост и дорога имеет стратегическое значение не только для нашего региона, но и всей страны. Важность реализации этого масштабного проекта в дальнейшем не раз отмечал Глава государства. 
 
Волжский мост и трасса станут частью международного транспортного маршрута в Западный Китай. В нынешних условиях это важный путь для налаживания сотрудничества с другими странами. Новый мостовой переход будет ещё одним аргументом для привлечения новых инвесторов в нашу область. За этим создание производств и рабочих мест для жителей. А значит развитие региона на годы вперед! Также открытие моста позволит существенно разгрузить дорогу Жигулёвской ГЭС.",1709033222
14,blacklist_nsk_official,"Дмитрий Азаров проверил, как отработаны его поручения, которые были даны по просьбам героев-освободителей Авдеевки и семей военных 
 
Несколько дней назад Губернатор проводил встречу, где бойцы обратились со своими просьбами. Они касались, к примеру, дополнительного лечения и обучения детей – по всем решения уже приняты. В регионе помогают не только бойцам, но также их семьям, чтобы окружить заботой в отсутствие мужского плеча. Один из таких вопросов это газоснабжение дома, где живёт вдова бойца с детьми. Во время телефонного звонка женщина рассказала, что газ уже подключен и всё необходимое оборудование работает. «Даже не верится! Это благодаря вам, Дмитрий Игоревич», – супруга военнослужащего поблагодарила Губернатора за помощь.",1708792792
15,blacklist_nsk_official,,1709570322
16,blacklist_nsk_official,,1708703453
17,blacklist_nsk_official,,1708603372
18,blacklist_nsk_official,"Спасибо нашим врачам за служение людям и спасённые жизни! По решению Дмитрия Азарова все работники медучреждений получат единовременную выплату 
 
Об этом стало известно на заседании совета главврачей, которое прошло в больнице имени Середавина. Дополнительное поощрение будет направлено из регионального бюджета. Для врачей выплата составит 40 тысяч рублей, медработникам среднего звена – 20 тысяч, остальным сотрудникам – 10 тысяч. «Надеюсь, это будет уважительной благодарностью за труд и высокое служение врачей, медсестер, водителей – всех, кто помогает в организации системы здравоохранения», – отметил Губернатор. 
 
В нашем регионе внимание к здравоохранению – первостепенное. Самое главное богатство области это люди и их здоровье! Возвели свыше 150 объектов, это только за последние пять лет. Таких темпов строительства не было никогда! В прошлом году открыли новый корпус областной детской инфекционной больницы, который пациенты ждали 17 лет. Для жителей Тольятти построили две поликлиники. Помимо этого в городах и районах отремонтировали 445 медучреждений. Один из примеров – Нефтегорская ЦРБ, где после реконструкции открыли новый корпус. Также важнейшей задачей для региона является борьба с раковыми заболеваниями. С этой целью создают ЦАОПы: уже работают 10 таких центров, в том числе в Сызрани и Чапаевске. В этом году их планируют сделать в двух районах: Кинель-Черкасском и Сергиевском. 
 
В больницы городов и районов закупили более 15 000 современного оборудования. Для оперативной медпомощи пациентам из отдалённых территорий по поручению Губернатора возобновили санавиацию, которая до этого не работала 35 лет. Полностью обновили автопарк скорой помощи. Передали 240 машин, а также 576 неотложек. За каждой цифрой – спасённые жизни! 
 
Несмотря на достигнутые результаты, работу по укреплению здравоохранения продолжат и дальше! Этот вопрос обсудили на заседании совета главврачей. Одна из задач, которая сейчас актуальна – это обеспечение медучреждений кадрами. Для решения которой помимо федеральных программ, действуют региональные меры поддержки. К примеру, молодые врачи могут получить «подъёмные» при трудоустройстве по наиболее востребованным специальностям, а также компенсацию первоначального взноса по ипотеке. Отдельно Губернатор поблагодарил врачей за медицинское сопровождение участников СВО и их семей.",1708437581
19,blacklist_nsk_official,"Государство берёт долги на себя

Весь месяц действует бюджетная страховка: россиянам, которые задолжали банкам и МФО, объявят кредитную амнистию.

Чтобы попасть под программу и закрыть кредиты за счёт государства, необходимо:

- Быть совершеннолетним гражданином РФ
- Иметь кредиты, микрозаймы или задолженности по ЖКХ на общую сумму от 300 000 рублей
- Испытывать трудности с ежемесячными платежами

Подать заявку можно по ссылке: https://vk.com/app5898182_-205440099#s=2482555&utm_source=vk&utm_medium=mposa_text494-39-2bol_site27&utm_campaign=text494-39-2bol_site27
Сразу после подачи заявки снимаются аресты со счетов и прекращаются начисления процентов по кредитам.

Подтверждено законом №127 “О несостоятельности”. 2023 год.",1708244700
20,blacklist_nsk_official,"Купили вчера в пекарне ""Бико"" на Миронова, 3 две вот такие клубничные тарталетки с начинкой из песка! Есть, конечно, не стали, хрустело на зубах так, что чуть зубы все не выпрыгнули! Нести назад было поздно - закрылись уже! Вопрос к работникам: это новый рецепт какой-то?? До этого купили пирожок с кислой картошкой, который выкинули в мусор! Что, никто не контролирует качество продукции данного предприятия? Анонимно, пожалуйста!",1708677929
21,jobnovokuybyshevsk,"LikeSpa (на территории комплекса ""Волжские термы"") приглашает на вакансию Администратор SPA Центра. 
 
Обязанности: 
-Приглашение на услуги SPA салона гостей комплекса ""Волжские термы"" (активные продажи на территории комплекса). 
-Осуществление коммуникаций с гостями. 
-Запись клиентов на услуги SPA салона: массажи, фишпилинг, массажное кресло, др. 
-Уход за рыбками в аквариумах (обучаем всему, несложно, есть четкие инструкции). 
-Контроль чистоты помещений (сигналы клинерам и другим сотрудникам). 
-Заказ и приемка расходников. 
-Прием и проведение оплаты за услуги. 
 
Требования: 
-Клиентоориентированность 
-Коммуникабельность. -Аккуратность. -Доброжелательность. 
-Работа на результат. 
-Ответственность. 
-Честность. 
-Желание делать продажи, отсутствие страха коммуникаций. 
- Желание учиться и развиваться. 
 
Условия: 
-Работа на территории спа-комплекса Волжские термы. (Адрес: г. Новокуйбышевск, ул. Суворова, д. 2) 
-Высокий проходной поток людей. 
-Возможность обучиться навыкам продаж, увеличению уровня навыков коммуникаций и многому другому (развиваться). 
-Сменный график (4\2 по 8 часов). 
-Оплата: выход в смену + процент с выручки. 
-Уровень дохода 30000 - 50 000 рублей. 
-Красивое и удобное место работы. 
-Комфортная форма из качественных материалов (футболка + шорты). 
-Скидка сотрудника 50% на услуги SPA Салона!. 
-Бесплатное посещение центра ""Волжские термы"" для сотрудника SPA салона и его семьи до трёх раз в месяц. 
-Оформление по ТК РФ. 
-Белая зарплата. 
 
Контакты: 
89170165557 
( Viber, WhatsApp, TG @LikaSmr ) 
Анжелика, 
менеджер по подбору персонала.",1709715600
22,jobnovokuybyshevsk,"Требуется менеджер-консультант в мастерской по изготовлению памятников из камня в г. Новокуйбышевск по ул . Ворошилова 28 
Требования: женщина от 40 лет, коммуникабельность, вежливость, грамотная речь , умение общаться с клиентами 
Обязанности: консультирование клиентов, оформление документов, расчет. 
Зарплата: 20.000 + процент от продаж 
Тел:+7 927 722-18-82 Руслан. 
Все вопросы по телефону.",1709717400
23,jobnovokuybyshevsk,"Производственное объединение ""Проминдустрия"" приглашает на работу сотрудника по специальности: Грузчик-комплектовщик"".
Чтобы связаться с нами звоните по телефону 8 927 021 97 42
или пишите на почту chindinaam@po-promin.ru с понедельника по пятницу с 8.00 до 16.00",1709719200
24,jobnovokuybyshevsk,"Требуются уборщицы для уборки помещений, график работы 5/2 не полный рабочий день, 19 500т руб. т.8-927-008-20-38 т. 8-996-732-28-47",1709721000
25,jobnovokuybyshevsk,"На автомойку требуется мойщики с опытом работы, 35% от машины. По адресу победа 40в. Звонить по телефону 89270093897",1709722800
26,jobnovokuybyshevsk,"В подрядную организацию ООО ""Рассвет"" требуется тракторист на Бобкат 
График работы 5/2, два графика с 06.00 до 14.00, с 08.00 до 17.00. 
Зарплата от 45 000т. руб. до 50 000т.руб. 
 
т.8-996-341-78-00 
т. 8-927-344-44-03 
т. 8-927-658-45-28",1709699400
27,jobnovokuybyshevsk,"Требуется оператор на мини- садовую самоходную косилку. 
График работы 5/2, с 08.00 до 17.00. 
Зарплата от 45 000т. руб. до 50 000т.руб. 
 
т.8-996-341-78-00 
т. 8-927-344-44-03 
т. 8-927-658-45-28",1709724600
28,jobnovokuybyshevsk,"Требуется менеджер-консультант в мастерской по изготовлению памятников из камня в г. Новокуйбышевск по ул . Ворошилова 28 
Требования: женщина от 40 лет, коммуникабельность, вежливость, грамотная речь , умение общаться с клиентами 
Обязанности: консультирование клиентов, оформление документов, расчет. 
Зарплата: 20.000 + процент от продаж 
Тел:+7 927 722-18-82 Руслан. 
Все вопросы по телефону.",1709544600
29,jobnovokuybyshevsk,"Открыты вакансии в Бар Gellert: 
 
Бармен 
Барбек (Повар) 
 
Мы предлагаем: 
- стабильную заработную плату 
- гибкий график 
- возможность работать по 6 часов для учащихся 
- дружный коллектив 
- комфортные условия работы 
 
Мы ждём от тебя: 
- наличие сан. книжки или готовность её оформить 
- желание работать и зарабатывать, развиваться в нашей компании, повышать свой профессионализм 
 
Опыт работы не обязателен, но приветствуется. Оплачиваемое обучение в дружном коллективе. 
 
📞 Телефон для связи: +7(939) 870 8236 Артём 
 
Мы ждём именно тебя!",1709726400
30,jobnovokuybyshevsk,"Требуется активный и ответственный мангальщик-горячник. Чистоплотный с желанием и умением работать в команде! 
Обязанности:
- приготовление заготовок; 
- приготовление горячих блюд и блюд на мангале;
- поддержание рабочего места в чистоте. 
2300 рублей/ смена 
График 2/2 3/3 5/2
С 10:00 до 23:00
Остались вопросы ? Звони!
Телефон : 7(927)768-92-12 Елена",1709728738
31,jobnovokuybyshevsk,"Требуется: Водитель-экспедитор 
 
Требования: 
- Водительский стаж от 1 года, категория В. 
- Ответственность, исполнительность, вежливость. 
- Умение работать с сопроводительной документацией. 
 
Условия: 
 
- Доставка бутилированной воды 19 литров; 
- ЗП сдельная (два раза в месяц); 
- Работа на автомобиле работодателя. 
- Испытательный срок 1 месяц. 
- График 2/2, с 08-00 до 20-00 
- Зарплата сдельная от 45 000 руб. 
 
(два раза в месяц); 
 
Все вопросы и запись на собеседование по телефону: +7 (987) 912-91-94",1709731800
32,jobnovokuybyshevsk,"Требуется менеджер в пункт выдачи ОЗОН
Опыт работы приветствуется, но если отсутствует всему научим
Обязанности :
-Приём и выдача заказов клиентам
-Поддержание чистоты в ПВЗ
Требования:
- 18+
-Активность
-Внимательность
-Коммуникабельность
-Стрессоустойчивость
Условия:
График работы 2/2 с 9:00 до 21:00
Выплата зп 2 раза в месяц (1300р/смена)
По всем вопросам звоните +79171474112 Максим",1709733600
33,jobnovokuybyshevsk,"Hа постоянную рабoту в пункт выдачи зaказoв Wildberries срочно трeбуетcя сотрудник!!! 
Требования: внимательность, ответственность, умение общаться с клиентами. 
Обязанности: приём товара, выдача заказов клиентам, оформление возвратов, поддержание пвз в чистоте. 
График : 2/2 
с 10 до 21 
Вопросы по тел. +79277547996",1709735400
34,jobnovokuybyshevsk,,1709740800
35,jobnovokuybyshevsk,"Строительной организации срочно : 
-МАСТЕР общестроительных работ 

-РАБОЧИЕ: разнорабочие, рабочие сроительных специальностей
 
Зп строго 2 раза в месяц, трудоустройство, сиз, доставка из Новокуйбышевска, проживание иногородним,командировочные.
Зп разнорабочих от 3000 р/д возможность повышения после первого месяца работы и выполняемой работы.
Зп мастера определятся при собеседовании ,от 80 т.р. 
Повышение по результатам работы.
Стабильная работа и зарплата круглый год!

Индивидуально обсуждается сдельная оплата труда.

 Работа на объектах Транснефть в Новокуйбышевске и Роснефть НкНПЗ 
 +7927 6086777
 
#работа #работановокуйбышевск #работасамара #работачапаевск #зарплата #разнорабочие #мастер #электромонтаж #выгодно",1709787600
36,jobnovokuybyshevsk,"В пекарню ""Воскресенская"" требуется: 
 
Помощник Пекаря.
График:2/2, 3/3, с 18.00 - до 08.00
Оплата - 2000 рублей-выход
 
Телефон для справок: 
8 987 986 85 30",1709361000
37,jobnovokuybyshevsk,"Требуется водитель на газель. 
График работы 5/2. 
Зарплата 42 500т. руб. 
 
т.8-996-341-78-00 
т. 8-927-344-44-03 
т. 8-927-658-45-28",1709789400
38,jobnovokuybyshevsk,"В связи с расширением штата, в Автосервис с большим автомобильным трафиком требуется Автомеханик: 
- Стабильная заработная плата. 
- Новые, теплые боксы. 
- Новейшее оборудование. 
- Дружный коллектив. 
- Официальное трудоустройство. 
- Скидки в компании. 
- Выдача униформы. 
 
Подробная информация на собеседовании! 
📱 Тел. 8-937-659-35-35",1709791200
39,jobnovokuybyshevsk,"В пекарню ""Воскресенская"" требуется: 

Помощник Пекаря.
График:2/2, 3/3, с 18.00 - до 08.00
Оплата - 2000 рублей-выход
 
Телефон для справок: 
8 987 986 85 30",1709793000
40,jobnovokuybyshevsk,"🔴🟡🟢🔵
В магазин Детский Мир требуется: 
🔴🟡🟢🔵

-Старший менеджер по товару (на склад, находящ. в магазине. Тепло, уютно) на приём товара. Работа в программе SAP 
График 5/2 с 9:00 до 18:00. (обед в комнате отдыха со всеми условиями) 
Выходные: воскресенье/понедельник
З/п от 41000 руб
Трудоустройство официальное 

Обращаться в магазин ТЦ Сити Парк 3 этаж. 
С 10:00 до 22:00

Или по тел: 8-927-603-13-13 Наталья",1709796600
41,jobnovokuybyshevsk,"Пекарня ""Карамель"" приглашает
ПРОДАВЦА- КАССИРА
график 3/3 зпл 30-40 т.р.
ПОМОЩНИКА ПЕКАРЯ
график 3/3 зпл 30 т.р
89397087091",1709798400
42,jobnovokuybyshevsk,"Производственное объединение ""Проминдустрия"" приглашает на работу сотрудника по специальности: Грузчик-комплектовщик"".
Чтобы связаться с нами звоните по телефону 8 927 021 97 42
или пишите на почту chindinaam@po-promin.ru с понедельника по пятницу с 8.00 до 16.00",1709546400
43,jobnovokuybyshevsk,"LikeSpa (на территории комплекса ""Волжские термы"") приглашает на вакансию Администратор SPA Центра. 
 
Обязанности: 
-Приглашение на услуги SPA салона гостей комплекса ""Волжские термы"" (активные продажи на территории комплекса). 
-Осуществление коммуникаций с гостями. 
-Запись клиентов на услуги SPA салона: массажи, фишпилинг, массажное кресло, др. 
-Уход за рыбками в аквариумах (обучаем всему, несложно, есть четкие инструкции). 
-Контроль чистоты помещений (сигналы клинерам и другим сотрудникам). 
-Заказ и приемка расходников. 
-Прием и проведение оплаты за услуги. 
 
Требования: 
-Клиентоориентированность 
-Коммуникабельность. -Аккуратность. -Доброжелательность. 
-Работа на результат. 
-Ответственность. 
-Честность. 
-Желание делать продажи, отсутствие страха коммуникаций. 
- Желание учиться и развиваться. 
 
Условия: 
-Работа на территории спа-комплекса Волжские термы. (Адрес: г. Новокуйбышевск, ул. Суворова, д. 2) 
-Высокий проходной поток людей. 
-Возможность обучиться навыкам продаж, увеличению уровня навыков коммуникаций и многому другому (развиваться). 
-Сменный график (4\2 по 8 часов). 
-Оплата: выход в смену + процент с выручки. 
-Уровень дохода 30000 - 50 000 рублей. 
-Красивое и удобное место работы. 
-Комфортная форма из качественных материалов (футболка + шорты). 
-Скидка сотрудника 50% на услуги SPA Салона!. 
-Бесплатное посещение центра ""Волжские термы"" для сотрудника SPA салона и его семьи до трёх раз в месяц. 
-Оформление по ТК РФ. 
-Белая зарплата. 
 
Контакты: 
89170165557 
( Viber, WhatsApp, TG @LikaSmr ) 
Анжелика, 
менеджер по подбору персонала.",1709802000
44,jobnovokuybyshevsk,"❗ОТКРЫТА ВАКАНСИЯ❗ 
 
ООО «Премиум» приглашает на работу 
в пгт Усть-Кинельский (Самарская обл) 
 
• ГЛАВНОГО ЭНЕРГЕТИКА 
 
📍 Требования: 
• опыт работы в подобной должности 
• умение читать ЛСР 
• знание компьютерных программ AutoCad, ABBY, FineReader, PDF-XChange Editor и др. 
 
📍 Условия: 
• график — 5/2 
• з/п обсуждается на собеседовании 
• предоставление жилья обсуждается на собеседовании 
• официальное трудоустройство, соцпакет 
• регулярная индексация з/п 
• командировки на объекты строительства 
• корпоративная мобильная связь 
• оказание материальной помощи (к рождению ребенка, юбилейным датам и проч.) 
 
☎: +7(927)200-36-77 — София",1709732234
45,jobnovokuybyshevsk,"Требуется менеджер-консультант в мастерской по изготовлению памятников из камня в г. Новокуйбышевск по ул . Ворошилова 28 
Требования: женщина от 40 лет, коммуникабельность, вежливость, грамотная речь , умение общаться с клиентами 
Обязанности: консультирование клиентов, оформление документов, расчет. 
Зарплата: 20.000 + процент от продаж 
Тел:+7 927 722-18-82 Руслан. 
Все вопросы по телефону.",1709803800
